COD_APO;COD_ENDOSSO;DATA_COMP;COD_END;ITEM;TIPO_PES;MODALIDADE;TIPO_PROD;COBERTURA;COD_MODELO;ANO_MODELO;COD_TARIF;REGIAO;COD_CONT;TIPO_FRANQ;VAL_FRANQ;PERC_FATOR;TAB_REF;IS_CASCO;IS_RCDMAT;IS_RCDC;IS_RCDMOR;IS_APP_MA;IS_APP_IPA;IS_APP_DMH;PRE_CASCO;PRE_CAS_CO;PRE_RCDMAT;PRE_RCDC;PRE_RCDMOR;PRE_APP_MA;PRE_APP_IA;PRE_APP_DM;PRE_OUTROS;INICIO_VIG;FIM_VIG;PERC_BONUS;CLAS_BONUS;PERC_CORR;SEXO;DATA_NASC;TEMPO_HAB;UTILIZACAO;CEP_UTIL;CEP_PER;DATA_EMIS;SINAL
39995199;462814065;2019B;0;13;J;3;1;9;005240-0;2011;22;20;1;9;0;0;1;0;500000;500000;100000;0;0;0;0;0;2810;2260;190;0;0;0;0;20180424;20190424;13;0;200;0;0;0;0;29260000;29260000;20180426;
41422927;462814068;2019B;1;9;J;2;1;1;025185-2;2013;22;16;2;2;49740;1000;2;414740;7000000;7000000;100000;0;0;0;12370;0;1420;1570;70;0;0;0;0;20180413;20190413;18;1;200;0;0;0;0;36015280;36015280;20181119;
249023512;462814076;2019B;1;14;J;3;1;9;999999-9;2012;70;1;1;9;0;0;1;0;1000000;1000000;0;0;0;0;0;0;-320;-380;0;0;0;0;0;20180425;20190425;18;1;0;0;0;0;0;93950000;93950000;20190213;
114717588;462814097;2019B;1;12;J;2;1;1;009153-7;2016;23;11;2;2;224380;1000;2;5006140;2000000;2000000;0;0;0;0;125660;0;650;590;0;0;0;0;0;20180425;20190425;13;0;100;0;0;0;0;1000001;1000001;20181130;
245547532;462814101;2019B;0;1;J;2;1;1;011142-2;2014;10;11;2;2;19640;1000;2;359080;500000;500000;0;0;0;0;20260;0;1610;670;0;0;0;0;0;20180423;20190423;17;4;100;0;0;0;0;1000001;1000001;20180426;
245547532;462814101;2019B;0;2;J;2;1;1;005193-4;2010;;11;2;2;21130;1000;2;219110;500000;500000;0;0;0;0;25120;0;1460;900;0;0;0;0;0;20180423;20190423;17;4;100;0;0;0;0;1000001;1000001;20180426;
245547532;462814101;2019B;0;3;J;2;1;1;515107-4;2006;40;11;2;2;23930;1000;2;455730;2500000;1500000;0;0;0;0;14440;0;2870;1030;0;0;0;0;0;20180423;20190423;17;4;100;0;0;0;0;1000001;1000001;20180426;
245547532;462814101;2019B;0;4;J;2;1;1;014032-5;2007;23;11;2;2;54460;1000;2;395550;500000;500000;0;0;0;0;32850;0;1460;1180;0;0;0;0;0;20180423;20190423;17;4;100;0;0;0;0;1000001;1000001;20180426;
245547532;462814101;2019B;0;5;J;2;1;1;004240-4;2004;;11;2;2;34500;1000;2;185700;500000;500000;0;0;0;0;15700;0;1460;900;0;0;0;0;0;20180423;20190423;15;2;100;0;0;0;0;1000001;1000001;20180426;
179801958;462814103;2019B;0;1;J;3;1;9;516174-6;2013;42;7;1;2;106230;0;1;0;3000000;3000000;450000;100000;100000;100000;0;0;13170;8790;2710;550;60;450;0;20180425;20190425;18;1;300;0;0;0;0;80000001;80000001;20180426;
179801958;462814103;2019B;0;2;J;3;1;9;999999-9;1997;52;7;1;9;0;0;1;0;1000000;1500000;0;0;0;0;0;0;8930;2210;0;0;0;0;0;20180425;20190425;18;1;300;0;0;0;0;80000001;80000001;20180426;
179801958;462814103;2019B;0;3;J;3;1;9;516041-3;1994;50;7;1;9;0;0;1;0;3000000;3000000;450000;100000;100000;100000;0;0;13990;9650;2710;550;60;450;0;20180425;20190425;18;1;300;0;0;0;0;80000001;80000001;20180426;
179801958;462814103;2019B;0;4;J;3;1;9;516144-4;2013;42;7;1;2;86900;0;1;0;3000000;3000000;450000;100000;100000;100000;0;0;13170;8790;2710;550;60;450;0;20180425;20190425;18;1;300;0;0;0;0;80000001;80000001;20180426;
179801958;462814103;2019B;0;5;J;3;1;9;999999-9;1990;52;7;1;9;0;0;1;0;1000000;1500000;0;0;0;0;0;0;8930;2210;0;0;0;0;0;20180425;20190425;18;1;300;0;0;0;0;80000001;80000001;20180426;
179801958;462814103;2019B;0;6;J;2;1;9;004360-5;2015;10;7;2;2;27700;0;2;0;1500000;1500000;200000;100000;100000;100000;0;0;6440;2860;690;950;110;770;0;20180425;20190425;18;1;300;0;0;0;0;80000001;80000001;20180426;
179801958;462814103;2019B;0;7;J;3;1;9;003286-7;2013;10;7;1;9;0;0;1;0;1500000;1500000;200000;100000;100000;100000;0;0;6440;3070;690;950;110;770;0;20180425;20190425;18;7;300;0;0;0;0;80000001;80000001;20180426;
179801958;462814106;2019B;1;6;J;2;1;1;004360-5;2015;10;7;2;2;27700;1000;2;275070;1500000;1500000;200000;100000;100000;100000;17920;0;4430;1970;480;650;80;530;0;20180425;20190425;18;1;300;0;0;0;0;80000001;80000001;20180620;
102487638;462814108;2019B;0;0;J;2;1;1;003412-6;2017;10;13;2;2;7080;1050;2;403400;750000;750000;100000;0;0;0;18800;0;2050;840;120;0;0;0;0;20180418;20190418;18;7;200;0;0;0;0;14000001;14000001;20180426;
146545844;462814194;2019B;0;1;J;2;1;1;018065-3;2016;40;39;2;2;31720;1000;2;634410;1000000;1000000;0;100000;100000;100000;24740;0;6640;1910;0;320;40;260;5180;20180420;20190420;13;0;150;0;0;0;0;74255140;74255140;20180426;
146545844;462814194;2019B;0;2;J;2;1;1;018065-3;2015;40;39;2;2;30720;1000;2;614310;1000000;1000000;0;100000;100000;100000;23960;0;6640;1910;0;320;40;260;5180;20180420;20190420;13;0;150;0;0;0;0;74255140;74255140;20180426;
139319866;462814207;2019B;0;1;J;3;1;9;509278-7;2014;40;36;1;9;0;0;1;0;1000000;1000000;100000;0;0;0;0;0;5780;2070;380;0;0;0;0;20180425;20190425;18;1;100;0;0;0;0;78390000;78390000;20180426;
139319866;462814207;2019B;0;2;J;3;1;9;516063-4;2006;50;36;1;9;0;0;1;0;3000000;3000000;100000;0;0;0;0;0;7490;6150;380;0;0;0;0;20180425;20190425;18;1;100;0;0;0;0;78390000;78390000;20180426;
139319866;462814207;2019B;0;3;J;3;1;9;516062-6;2006;50;36;1;9;0;0;1;0;3000000;3000000;100000;0;0;0;0;0;7490;6150;380;0;0;0;0;20180425;20190425;18;1;100;0;0;0;0;78390000;78390000;20180426;
208547201;462814238;2019B;3;4;J;2;1;1;021338-1;2016;11;27;2;2;67680;1000;2;1437150;1000000;1000000;100000;0;0;0;0;0;0;0;0;0;0;0;0;20180427;20190427;18;6;0;0;0;0;0;60000001;60000001;20190123;
119302626;462814247;2019B;0;34;J;3;1;9;515096-5;2003;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;1;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;28;J;3;1;9;515044-2;1998;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;1;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;29;J;3;1;9;515112-0;2007;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;9;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;30;J;3;1;9;111111-1;2014;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;17;4;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;31;J;3;1;9;515133-3;2015;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;1;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;32;J;3;1;9;515096-5;2002;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;33;J;3;1;9;515096-5;2002;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;22;J;3;1;9;509202-7;2002;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;23;J;3;1;9;509202-7;2002;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;9;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;24;J;3;1;9;515065-5;2004;40;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;2270;1320;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;25;J;3;1;9;515115-5;2008;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;26;J;3;1;9;515116-3;2008;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;27;J;3;1;9;515096-5;2004;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;1;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;16;J;3;1;9;509084-9;2003;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;17;J;3;1;9;509202-7;2002;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;1;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;18;J;3;1;9;509202-7;2002;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;7;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;19;J;3;1;9;509202-7;2002;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;20;J;3;1;9;509202-7;2002;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;1;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;21;J;3;1;9;509202-7;2002;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;10;J;3;1;9;504141-4;2015;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;1;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;11;J;3;1;9;504141-4;2015;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;12;J;3;1;9;504141-4;2015;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;13;J;3;1;9;509084-9;2003;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;14;J;3;1;9;509084-9;2003;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;15;J;3;1;9;509084-9;2003;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;1;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;4;J;3;1;9;509084-9;2003;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;16;3;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;5;J;3;1;9;509084-9;2003;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;6;J;3;1;9;509084-9;2003;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;1;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;7;J;3;1;9;509084-9;2003;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;7;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;8;J;3;1;9;509084-9;2003;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;9;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;9;J;3;1;9;513220-7;2017;50;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3140;2980;2870;0;0;0;0;20180429;20190429;18;9;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;103;J;3;1;9;515112-0;2010;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;104;J;3;1;9;515112-0;2010;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;105;J;3;1;9;515110-4;2006;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;1;J;3;1;9;504141-4;2015;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;7;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;2;J;3;1;9;001389-7;2013;;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;1530;1500;1650;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;3;J;3;1;9;509084-9;2000;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;97;J;3;1;9;515116-3;2009;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;98;J;3;1;9;515112-0;2009;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;99;J;3;1;9;515112-0;2009;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;100;J;3;1;9;509084-9;2004;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;101;J;3;1;9;509084-9;1998;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;102;J;3;1;9;513159-6;2010;50;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3140;2980;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;145;J;3;1;9;515112-0;2012;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;92;J;3;1;9;515112-0;2009;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;93;J;3;1;9;515112-0;2009;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;94;J;3;1;9;515112-0;2009;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;95;J;3;1;9;515112-0;2009;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;17;4;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;96;J;3;1;9;509240-0;2009;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;17;4;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;139;J;3;1;9;515112-0;2012;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;140;J;3;1;9;515112-0;2012;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;141;J;3;1;9;515071-0;2004;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;142;J;3;1;9;515112-0;2012;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;143;J;3;1;9;515112-0;2012;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;144;J;3;1;9;515112-0;2012;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;133;J;3;1;9;515071-0;2011;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;134;J;3;1;9;509002-4;1991;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;135;J;3;1;9;509240-0;2012;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;17;4;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;136;J;3;1;9;515112-0;2012;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;137;J;3;1;9;515112-0;2012;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;138;J;3;1;9;515112-0;2012;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;127;J;3;1;9;515112-0;2011;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;17;4;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;128;J;3;1;9;515112-0;2011;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;6;250;0;0;0;0;65400000;65400000;20180427;
119302626;462814247;2019B;0;129;J;3;1;9;515112-0;2010;42;29;1;2;10000;0;1;0;1000000;1000000;800000;0;0;0;0;0;3120;2720;2870;0;0;0;0;20180429;20190429;18;8;250;0;0;0;0;65400000;65400000;20180427;
255369784;462828595;2019B;0;2;J;2;1;1;005386-4;2016;;18;2;2;21130;1000;2;368790;750000;750000;100000;200000;200000;200000;25050;0;1280;830;80;100;10;80;0;20180713;20190713;16;3;200;0;0;0;0;20000001;20000001;20180712;
255369784;462828595;2019B;0;3;J;2;1;1;005386-4;2016;;18;2;2;21130;1000;2;368790;750000;750000;100000;200000;200000;200000;25050;0;1280;830;80;100;10;80;0;20180713;20190713;16;3;200;0;0;0;0;20000001;20000001;20180712;
37669558;462828597;2019B;3;2;J;2;1;1;003385-5;2014;10;11;2;2;23640;1000;2;298660;1000000;3000000;100000;50000;50000;50000;0;0;0;0;0;0;0;0;0;20180711;20190711;18;6;0;0;0;0;0;1000001;1000001;20181106;
88833594;462828600;2019B;1;4;J;2;1;1;025197-6;2014;20;13;2;2;78180;1000;2;739650;1500000;1500000;200000;0;0;0;13200;0;410;380;90;0;0;0;0;20180711;20190711;13;0;150;0;0;0;0;13465001;13465001;20190418;
171403450;462828640;2019B;2;47;J;2;1;1;005365-1;2017;10;11;2;2;15330;1000;2;352310;1000000;4000000;200000;0;0;0;-8130;0;-540;-320;-60;0;0;0;0;20180704;20190704;18;1;0;0;0;0;0;1000001;1000001;20181129;
215295409;462828650;2019B;2;30;J;2;1;1;516011-1;2004;50;8;2;2;72340;1000;2;939450;5000000;5000000;200000;500000;500000;500000;-36800;0;-2940;-2550;-280;-360;-40;-290;0;20180702;20190702;14;1;0;0;0;0;0;86884000;86884000;20181016;
166096878;462828663;2019B;0;0;J;2;1;1;003340-5;2011;11;11;2;2;37300;1000;2;305550;500000;500000;100000;0;0;0;14060;0;1930;810;120;0;0;0;0;20180704;20190704;14;1;150;0;0;0;0;1000001;1000001;20180712;
73655660;462828665;2019B;0;0;J;2;1;1;001413-3;2014;;6;2;2;29290;800;2;270470;750000;1500000;200000;100000;100000;100000;15730;0;1690;1300;220;120;10;100;0;20180704;20190704;15;2;150;0;0;0;0;85850001;85850001;20180712;
268339526;462828688;2019B;3;11;J;2;1;1;516171-1;2014;50;11;2;2;162850;1000;2;2114880;2000000;4000000;1000000;100000;100000;100000;0;0;0;0;0;0;0;0;0;20180706;20190706;16;3;0;0;0;0;0;1000001;1000001;20181009;
57091489;462828691;2019B;3;15;J;2;1;1;004397-4;2015;10;2;2;2;28450;1000;2;1142980;1500000;1500000;250000;0;0;0;0;0;0;0;0;0;0;0;0;20180710;20190710;18;1;0;0;0;0;0;96000001;96000001;20181224;
250750083;462828700;2019B;0;0;F;2;1;1;017037-2;2016;22;13;2;2;32500;1000;2;970050;1000000;2000000;0;180000;180000;180000;23790;0;3100;2180;0;350;40;280;0;20180701;20190701;30;1;60;M;19580216;0;0;13312411;13312411;20180712;
188138616;462828709;2019B;1;10;J;2;1;1;515111-2;2011;42;16;2;2;78990;1000;2;1074660;1000000;1000000;100000;500000;500000;500000;2210;0;1180;670;60;150;20;120;0;20180627;20190627;13;0;100;0;0;0;0;36415000;36415000;20180920;
237543714;462828722;2019B;1;10;J;2;1;1;504120-1;2010;50;13;2;2;54860;1000;2;678540;1000000;1000000;0;0;0;0;15930;0;1640;960;0;0;0;0;0;20180711;20190711;13;0;200;0;0;0;0;18225000;18225000;20190308;
237543714;462828722;2019B;1;11;J;2;1;1;999999-9;2010;52;13;2;2;61500;0;2;836680;0;0;0;0;0;0;32740;0;0;0;0;0;0;0;0;20180711;20190711;13;0;200;0;0;0;0;18225000;18225000;20190308;
237543714;462828722;2019B;1;12;J;2;1;1;504120-1;2009;50;13;2;2;52950;1000;2;654870;1000000;1000000;0;0;0;0;15380;0;1640;960;0;0;0;0;0;20180711;20190711;13;0;200;0;0;0;0;18225000;18225000;20190308;
237543714;462828722;2019B;1;13;J;2;1;1;504120-1;2010;50;13;2;2;54860;1000;2;678540;1000000;1000000;0;0;0;0;15930;0;1640;960;0;0;0;0;0;20180711;20190711;13;0;200;0;0;0;0;18225000;18225000;20190308;
237543714;462828722;2019B;1;14;J;2;1;1;504113-9;2009;42;13;2;2;65430;1000;2;890270;1000000;1000000;0;0;0;0;14750;0;1550;880;0;0;0;0;0;20180711;20190711;13;0;200;0;0;0;0;18225000;18225000;20190308;
237543714;462828722;2019B;1;15;J;2;1;1;999999-9;2011;52;13;2;2;63570;0;2;864880;0;0;0;0;0;0;33850;0;0;0;0;0;0;0;0;20180711;20190711;13;0;200;0;0;0;0;18225000;18225000;20190308;
237543714;462828722;2019B;1;16;J;2;1;1;999999-9;2010;52;13;2;2;61500;0;2;836680;0;0;0;0;0;0;32740;0;0;0;0;0;0;0;0;20180711;20190711;13;0;200;0;0;0;0;18225000;18225000;20190308;
237543714;462828722;2019B;1;17;J;2;1;1;999999-9;2011;52;13;2;2;63570;0;2;864880;0;0;0;0;0;0;33850;0;0;0;0;0;0;0;0;20180711;20190711;13;0;200;0;0;0;0;18225000;18225000;20190308;
237543714;462828722;2019B;1;18;J;2;1;1;999999-9;2010;52;13;2;2;61500;0;2;836680;0;0;0;0;0;0;32740;0;0;0;0;0;0;0;0;20180711;20190711;13;0;200;0;0;0;0;18225000;18225000;20190308;
141490161;462828732;2019B;0;0;J;2;1;1;005094-6;2014;;5;2;2;21130;1000;2;310980;1000000;1000000;100000;100000;100000;100000;37690;0;2420;1630;150;170;20;140;0;20180702;20190702;18;1;150;0;0;0;0;89200001;89200001;20180712;
164510190;462828736;2019B;1;13;J;2;1;1;001424-9;2019;10;13;2;2;15650;1000;2;392130;800000;800000;0;0;0;0;1500;0;120;50;0;0;0;0;0;20180711;20190711;13;0;130;0;0;0;0;13480001;13480001;20190606;
